"ID","Notice ID","Title","Department","Sub_tier","Office","Type","Response Deadline","Naics Code","Link","Description"
"15968","94afb1ea65674cd0af8e16db9b84c847","H168--ANNUAL INSPECTION AND TESTING OF THE MEDICAL GAS SYSTEM","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","262-NETWORK CONTRACT OFFICE 22L (36C262)","Presolicitation","2020-10-23T13:00:00-07:00","811219","https://beta.sam.gov/opp/94afb1ea65674cd0af8e16db9b84c847/view","This is not a solicitation announcement. This is a pre-solicitation notice only. The purpose of this notice is to announce that the Department of Veterans Affairs, Veterans Integrated Service Network (VISN) 22, Network Contracting Office (NCO) is seeking v"
"15975","bec45bbc01aa49908b1e22a64046a4ad","US Government Seeks to lease Space in Riverside, CA","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","PBS R9","Presolicitation","2020-10-23T17:00:00-07:00","531120","https://beta.sam.gov/opp/bec45bbc01aa49908b1e22a64046a4ad/view","U.S. GOVERNMENT General Services Administration (GSA) seeks to lease the following space: State: California City: Riverside Delineated Area:"
"16057","549b41a0ae584dc780718ea5fe9be529","J045--Waste and Water Management System - Brooklyn and St. Albans campuses","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","242-NETWORK CONTRACT OFFICE 02 (36C242)","Presolicitation","2020-10-23T10:00:00-04:00","562998","https://beta.sam.gov/opp/549b41a0ae584dc780718ea5fe9be529/view","The Department of Veterans Affairs, Network Contracting Office (NCO) 2 intends to release a commercial Small Business set aside solicitation for Waste and Water Management System for the New York Harbor Healthcare System, Manhattan, Brooklyn and St. Albans"
"16324","d480fe62363748a6a686a469e48baa54","Deployment and Operation of Autonomous Vehicles Pilot Program","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","ARGONNE NATL LAB - DOE CONTRACTOR","Presolicitation","2020-10-23T17:00:00-05:00","5321","https://beta.sam.gov/opp/d480fe62363748a6a686a469e48baa54/view","Requesting information only at this time as defined in the attached documents with regard to provision, deployment and operation of autonomous vehicles on the Argonne National Laboratory site (Lemont, IL) for a one year pilot program with possible addition"
"16807","f89649df2b5547a7b721f377514c4965","USPSC Offshore PEPFAR Deputy Country Coordinator","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","USAID/ZAMBIA","Solicitation","2020-10-23T17:00:00-04:00","812990","https://beta.sam.gov/opp/f89649df2b5547a7b721f377514c4965/view","Solicitation for the PEPFAR Deputy Country Coordinator this is an Offshore USPSC position to be based in Lusaka"
"16866","1d0b5da1bd464f6b9b5683622667735b","Uncovered Tungsten Shielding","DEPT OF DEFENSE","DEPT OF THE NAVY","PUGET SOUND NAVAL SHIPYARD IMF","Presolicitation","2020-10-23T15:00:00-07:00","332322","https://beta.sam.gov/opp/1d0b5da1bd464f6b9b5683622667735b/view","Puget Sound Naval Shipyard and Intermediate Maintenance Facility, 1400 Farragut Avenue intends to solicit for a multiple award, firm fixed-price supply type contract for Uncovered"
"16870","ec53b550954d479e9b24f7c2919f8f1d","Temporary Lead Shielding","DEPT OF DEFENSE","DEPT OF THE NAVY","PUGET SOUND NAVAL SHIPYARD IMF","Presolicitation","2020-10-23T15:00:00-07:00","332322","https://beta.sam.gov/opp/ec53b550954d479e9b24f7c2919f8f1d/view","Puget Sound Naval Shipyard and Intermediate Maintenance Facility, 1400 Farragut Avenue intends to solicit for a multiple award, firm fixed-price supply type contract for Temporary Lead Shielding"
"16889","e3feb2d0ca2347dd9878e36e9303cb97","B-2 Aircraft Ground Guard","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA8119  AFSC PZABC","Solicitation","2020-10-23T15:00:00-05:00","336413","https://beta.sam.gov/opp/e3feb2d0ca2347dd9878e36e9303cb97/view","This is an amendment to the original solicitation FA8119-19-Q-0004."
"16899","97ee266b07d54ba5b123fac58231ce6c","Uniform, Equipment Issue and Laundry Services","HOMELAND SECURITY, DEPARTMENT OF","FEDERAL LAW ENFORCEMENT TRAINING CENTER","FLETC GLYNCO PROCUREMENT OFFICE","Solicitation","2020-10-23T14:00:00-04:00","561210","https://beta.sam.gov/opp/97ee266b07d54ba5b123fac58231ce6c/view","The Contractor shall provide the management, supervision, all personnel, equipment, tools, materials, and other items and services necessary to support the operation of the Uniform, Equipment Issue and Laundry Services at the FLETC, Glynco, Georgia. The Co"
"16909","c548303ade844df6bd7880ae01327b82","NIEHS National Toxicology Program Next Generation Sequencing Services","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","NATIONAL INSTITUTE OF  HEALTH NIEHS","Special Notice","2020-10-23T16:30:00-04:00","","https://beta.sam.gov/opp/c548303ade844df6bd7880ae01327b82/view","This exchange is being issued in accordance with Federal Acquisition Regulation (FAR) 15.201(e) as a Request for Information (RFI). The purpose of this RFI is for the National Institute of Environmental Health Sciences (NIEHS) to gain both subject-matter k"
"16966","682d1e74e0c141df8e54c91d4ab55630","SUB SONIC AMMUNITION TECHNOLOGY SUITABLE FOR U.S. ARMY SNIPER WEAPONS USE","DEPT OF DEFENSE","DEPT OF THE ARMY","W6QK ACC-PICA","Sources Sought","2020-10-23T15:00:00-04:00","332992","https://beta.sam.gov/opp/682d1e74e0c141df8e54c91d4ab55630/view","Description: The U.S. Army Contracting Command - New Jersey, on behalf of the Office of the Project Manager, Maneuver Ammunition Systems (PM MAS), is seeking sub sonic ammunition technology suitable for U.S. Army sniper weapons use."
"16974","8fefa5b218ea42bc92939551353ea3da","NAVSUP-WSS-Repair of Submarine Propellers and Caps","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVSUP WEAPON SYSTEMS SUPPORT MECH","Sources Sought","2020-10-23T13:00:00-04:00","336611","https://beta.sam.gov/opp/8fefa5b218ea42bc92939551353ea3da/view","This announcement constitutes a Sources Sought Notice (SSN) for informational and planning purposes only. NAVSUP WSS is seeking potential sources interested in providing repair of Submarine Propellers and Caps. As part of its market research, NAVSUP WSS is"
"17025","5b72c44a6df2488c9f85567257a26991","CVD (Lake Mendocino) Janitorial Service","DEPT OF DEFENSE","DEPT OF THE ARMY","W075 ENDIST SAN FRAN","Combined Synopsis/Solicitation","2020-10-23T15:00:00-07:00","561720","https://beta.sam.gov/opp/5b72c44a6df2488c9f85567257a26991/view","NOTE: Amendment 1- Update Line item price schedule to include option years This is a combined synopsis/solicitation for commercial items (services) prepared in accordance with the format in Federal Acquisition Regulation (FAR) Subpart 12.6, as supplemented"
"17389","2fc336c987ae4f09a654570c63f7fa4f","U.S. NAVAL STATION KINGS BAY MAINTENANCE DREDGING, ENTRANCE CHANNEL, CUT-1N THROUGH RANGE-E, 49, 45, AND 44-FOOT PROJECT, CAMDEN COUNTY, GEORGIA AND NASSAU COUNTY, FLORIDA","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Solicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/2fc336c987ae4f09a654570c63f7fa4f/view","A Pre-Proposal Conference will be held on Tuesday 6 October 2020"
"17391","fb17180577f04d78b1f8529776317632","CVD (Lake Mendocino) Janitorial Service","DEPT OF DEFENSE","DEPT OF THE ARMY","W075 ENDIST SAN FRAN","Combined Synopsis/Solicitation","2020-10-23T15:00:00-07:00","561720","https://beta.sam.gov/opp/fb17180577f04d78b1f8529776317632/view","This is a combined synopsis/solicitation for commercial items (services) prepared in accordance with the format in Federal Acquisition Regulation (FAR) Subpart 12.6, as supplemented with additional information included in this notice and in accordance with"
"17547","80dc74429d7a4a1f8599287a90d77d1b","Solicitation notice for Fresh Fruit & Vegetable support for Defense Logistics Agency (DLA) Non-DoD customers located in the State of Colorado.","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA TROOP SUPPORT","Solicitation","2020-10-23T15:00:00-04:00","311991","https://beta.sam.gov/opp/80dc74429d7a4a1f8599287a90d77d1b/view","The DLA Troop Support intends to solicit for a full line of produce support for Non-DoD (USDA School & Reservations) customers located in the State of Colorado. This acquisition will be issued on an unrestricted basis. The total length of the contract will"
"17551","21631072c4294c088cd6a2ab3db179ae","Notice of Intent To Sole Source","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA4855  27 SOCONS LGC","Special Notice","2020-10-23T14:00:00-06:00","541519","https://beta.sam.gov/opp/21631072c4294c088cd6a2ab3db179ae/view","This is a Notice of Intent to sole source for the Assault Zone Survey Equipment requirement. Please review the attached documents for further details and contact information."
"17719","fa711f96361d4d9887ec39c1aba14abb","Residential Reentry Center (RRC) Services and Home Confinement Services Located Within the City Limits of Scranton, Pennsylvania","JUSTICE, DEPARTMENT OF","FEDERAL PRISON SYSTEM / BUREAU OF PRISONS","RESIDENTIAL REENTRY - CO","Presolicitation","2020-10-23T14:00:00-04:00","623990","https://beta.sam.gov/opp/fa711f96361d4d9887ec39c1aba14abb/view","The Federal Bureau of Prisons is seeking concerns having the ability for providing Residential Reentry Center (RRC) services (in-house RRC beds) and Home Confinement services (home confinement placements) for male and female Federal offenders held under th"
"17727","1b01bfd6d2bf402d89436c45ddb981af","Sources Sought Notice - Common Intelligent Display (CID-2)","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND WARREN","Sources Sought","2020-10-23T17:00:00-04:00","336320","https://beta.sam.gov/opp/1b01bfd6d2bf402d89436c45ddb981af/view","This is a SOURCES SOUGHT / MARKET RESEARCH synopsis to request information for Government planning purposes only. Responses will assist the Government in planning its acquisition strategy for a potential future acquisition. The Government is not committed "
"17749","53a8855c67ad44028a154c585fcc2938","AMEND -PROVIDE, INSTALL, AND MAINTAIN A LEASED 10 MB VPN SERVICE BETWEEN (BLDG) 229, (RM) TELCO, (FL) GND, 400 LANGLEY RD, EGG HARBOR TOWNSHIP, NJ 08234-9500 AND HANGAR 1, TELCO ROOM, ROUTE 547, 1 LANSDOWN ROAD HANGAR LAKEHURST NAWCAD, NJ 08640","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","TELECOMMUNICATIONS DIVISION- HC1013","Solicitation","2020-10-23T16:00:00-05:00","517311","https://beta.sam.gov/opp/53a8855c67ad44028a154c585fcc2938/view","*******THE PURPOSE OF AMEND 0001 IS TO CLARIFY:"
"17758","e2e7bfe563584bf8a41767e5bd309d24","Sources Sought Notice - Common Intelligent Display (CID-2)","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND WARREN","Sources Sought","2020-10-23T17:00:00-04:00","336320","https://beta.sam.gov/opp/e2e7bfe563584bf8a41767e5bd309d24/view","This is a SOURCES SOUGHT / MARKET RESEARCH synopsis to request information for Government planning purposes only. Responses will assist the Government in planning its acquisition strategy for a potential future acquisition. The Government is not committed "
"17880","8be1cb1177f2445e904c7e9b2df94645","MOTOR,HYDRAULIC","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA  AVIATION AT OGDEN, UT","Solicitation","2020-10-23T14:00:00-06:00","336412","https://beta.sam.gov/opp/8be1cb1177f2445e904c7e9b2df94645/view","PR Number(s): FD20202001181 Line Item: 0001 NSN: 1650010872863YP MOTOR,HYDRAULIC P/N: 5003600E, P/N: 5003599E, Description: Provides rotation to jet fuel starter upon ititial start. NOTE TO CONTRACTORS: "
"18044","66e344c907af4f57b48e66f09c3f16e3","W912DR20B0020 Dalecarlia Clearwells Maintenance","DEPT OF DEFENSE","DEPT OF THE ARMY","W2SD ENDIST BALTIMORE","Solicitation","2020-10-23T11:30:00-04:00","237110","https://beta.sam.gov/opp/66e344c907af4f57b48e66f09c3f16e3/view","The Washington Aqueduct provides potable water to approximately one million people in the District of Columbia and Northern Virginia. As part of the water treatment and supply system, the Washington Aqueduct maintains and operates the Dalecarlia and McMill"
"18154","2e558019dfae4d96947a6c52f7335cdb","BEACH EROSION CONTROL AND HURRICANE PROTECTION PROJECT BEACH RENOURISHMENT ","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Solicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/2e558019dfae4d96947a6c52f7335cdb/view","A Pre-Bid Conference will be held on Thursday, 8 October 2020 from 10:00am "
"18159","89bb55e7ad5243149c29a4ada0a1005e","C1DA-- VISN 12 Fire Protection IDIQ NTE $2M, 5 yrs RFI - Request for SF 330's","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","252-NETWORK CONTRACT OFFICE 12 (36C252)","Sources Sought","2020-10-23T15:30:00-05:00","541330","https://beta.sam.gov/opp/89bb55e7ad5243149c29a4ada0a1005e/view","Page 1 of Page 1 of REQUEST FOR SF330 VISN 12 INDEFINITE DELIVERY/INDEFINITE QUANTITY CONTRACT FOR FIRE PROTECTION ENGINEERING SERVICES 36C25220Q0866 INTRODUCTION: THIS IS A TOTAL 100% SERVICE-DISABLED VETERAN-OWNED SMALL BUSINESS (SDVOSB) SET-ASIDE in acc"
"18176","87d8d27a3d024548b88f9f6e4f9a5627","FBI Foreign Intelligence Surveillance Act (FISA) Internal Audit","JUSTICE, DEPARTMENT OF","FEDERAL BUREAU OF INVESTIGATION","FBI-JEH","Solicitation","2020-10-23T12:00:00-05:00","541611","https://beta.sam.gov/opp/87d8d27a3d024548b88f9f6e4f9a5627/view","The Contractor shall provide appropriate Subject Matter Experts (SMEs) to develop a robust FISA audit process that will allow the Federal Bureau of Investigation (FBI) to monitor and ensure FISA application accuracy and completeness. The Contractor shall a"
"18308","79f602f71ec141a28863ae085f7d707d","Operation & Maintenance Svcs, Defense Logistics Agency, Defense Distribution Depot Center, San Diego, California","DEPT OF DEFENSE","DEPT OF THE ARMY","W075 ENDIST LOS ANGELES","Presolicitation","2020-10-23T14:00:00-07:00","561210","https://beta.sam.gov/opp/79f602f71ec141a28863ae085f7d707d/view","9-23-2020 Attached"
"18388","3a60a3756adf4e87b65dd37c1c183b3d","Sources Sought Notice - Common Intelligent Display (CID-2)","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND WARREN","Sources Sought","2020-10-23T17:00:00-04:00","336320","https://beta.sam.gov/opp/3a60a3756adf4e87b65dd37c1c183b3d/view","This is a SOURCES SOUGHT / MARKET RESEARCH synopsis to request information for Government planning purposes only. Responses will assist the Government in planning its acquisition strategy for a potential future acquisition. The Government is not committed "
"18446","0fe24991eb34476d98b732da1a82fc3e","Preventative Maintenance (PM) and Unscheduled Repair of Miscellaneous Food Processing (MFP) Equipment","DEPT OF DEFENSE","DEFENSE COMMISSARY AGENCY  (DECA)","DEFENSE COMMISSARY AGENCY","Combined Synopsis/Solicitation","2020-10-23T16:00:00-04:00","811310","https://beta.sam.gov/opp/0fe24991eb34476d98b732da1a82fc3e/view","Perform preventive maintenance (PM) and unscheduled repair on government owned Miscellaneous Food Processing (MFP) Equipment as required for the Charleston AFB, Charleston NWS,"
"18475","e7dbe09c5e5d4a1880f8e2259d006700","Vocational Training Services","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA8132  AFSC PZIMC","Sources Sought","2020-10-23T12:00:00-05:00","611430","https://beta.sam.gov/opp/e7dbe09c5e5d4a1880f8e2259d006700/view","Vocational Training Services SOURCES SOUGHT (See Attachment 1) PURPOSE/DESCRIPTION The Government is conducting market research to identify potential sources that possess the expertise, capabilities, and experience to meet qualification requirements for th"
"18488","6a27e43638924ae7a5f9b8e2bb55e48d","Vocational Training Services","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA8132  AFSC PZIMC","Sources Sought","2020-10-23T12:00:00-05:00","611519","https://beta.sam.gov/opp/6a27e43638924ae7a5f9b8e2bb55e48d/view","Vocational Training Services SOURCES SOUGHT SYNOPSIS"
"18494","59b950e61ddb4c1fad179ee0fbaad3fe","W912DR20B0020 Dalecarlia Clearwells Maintenance","DEPT OF DEFENSE","DEPT OF THE ARMY","W2SD ENDIST BALTIMORE","Solicitation","2020-10-23T11:30:00-04:00","237110","https://beta.sam.gov/opp/59b950e61ddb4c1fad179ee0fbaad3fe/view","The Washington Aqueduct provides potable water to approximately one million people in the District of Columbia and Northern Virginia. As part of the water treatment and supply system, the Washington Aqueduct maintains and operates the Dalecarlia and McMill"
"18527","36d386e4cfc54e43a65f5db7f420706d","Environmental Services Multiple Award Task Order Contract (MATOC)","DEPT OF DEFENSE","US ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","Detroit","Solicitation","2020-10-23T14:00:00-04:00","541620","https://beta.sam.gov/opp/36d386e4cfc54e43a65f5db7f420706d/view","The U.S. Army Corps of Engineers (USACE) Detroit District, is seeking contractors with the capability to provide environmental services for sampling, assessment, and analytical services under the Environmental Services Multiple Award Task Order Contract (M"
"18584","41d8a6e8909b434e8dbfaf1910dfbc45","SUB SONIC AMMUNITION TECHNOLOGY SUITABLE FOR U.S. ARMY SNIPER WEAPONS USE","DEPT OF DEFENSE","DEPT OF THE ARMY","W6QK ACC-PICA","Sources Sought","2020-10-23T15:00:00-04:00","332992","https://beta.sam.gov/opp/41d8a6e8909b434e8dbfaf1910dfbc45/view","Description: The U.S. Army Contracting Command - New Jersey, on behalf of the Office of the Project Manager, Maneuver Ammunition Systems (PM MAS), is seeking sub sonic ammunition technology suitable for U.S. Army sniper weapons use."
"18729","5ef9530f31354e6bbf840607bead1c71","Voice Pick Labels","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA DISTRIBUTION","Combined Synopsis/Solicitation","2020-10-23T10:00:00-04:00","322220","https://beta.sam.gov/opp/5ef9530f31354e6bbf840607bead1c71/view","See three attachments."
"18761","f083e250175040b5ad47acc5e7f0f2d1","Digital Airport Surveillance Radar (DASR) J&A","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA8730 DIGITAL DIRECTORATE AFLCMC H","Special Notice","2020-10-23T15:00:00-04:00","334511","https://beta.sam.gov/opp/f083e250175040b5ad47acc5e7f0f2d1/view","Justification and Approval (J&A) for the sustainment support and other tasks related to sustainment of all 156 currently fielded Digital Airport Surveillance Radar (DASR) Systems."
"19003","035c61b344974ef890e5b5a6b05b9061","PROVIDE, INSTALL, AND MAINTAIN A LEASED 10 MB VPN SERVICE BETWEEN (BLDG) 229, (RM) TELCO, (FL) GND, 400 LANGLEY RD, EGG HARBOR TOWNSHIP, NJ 08234-9500 AND HANGAR 1, TELCO ROOM, ROUTE 547, 1 LANSDOWN ROAD HANGAR LAKEHURST NAWCAD, NJ 08640","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","TELECOMMUNICATIONS DIVISION- HC1013","Solicitation","2020-10-23T16:00:00-05:00","517311","https://beta.sam.gov/opp/035c61b344974ef890e5b5a6b05b9061/view","PROVIDE, INSTALL AND MAINTAIN 10MB VPN SERVICE BETWEEN (BLDG) 229, (RM) TELCO, (FL) GND, 400 LANGLEY RD, EGG HARBOR TOWNSHIP, NJ 08234-9500 AND HANGAR 1, TELCO ROOM, ROUTE 547, 1 LANSDOWN ROAD HANGAR 1, LAKEHURST NAWCAD, NJ 08640. This is a combined synops"
"19046","bc0200eb2a8e438dabb9b0a26a692837","C1DA--528A8-20-809 DESIGN INSTALL HEATING HOT WATER AND CHILLED WATER RISERS","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","242-NETWORK CONTRACT OFFICE 02 (36C242)","Sources Sought","2020-10-23T16:00:00-04:00","541330","https://beta.sam.gov/opp/bc0200eb2a8e438dabb9b0a26a692837/view","Page 9 of 9 DESCRIPTION: This is a Sources Sought-Pre-Solicitation Notice for the establishment of an Architect-Engineering (A-E) contract with services to be performed at the Albany VA Medical Center, 113 Holland Ave, Albany, NY 12208. This requirement is"
"19449","8862622824dd4d3f900632669971adab","Cable Assembly, Ribbon","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND WARREN","Presolicitation","2020-10-23T13:00:00-04:00","335931","https://beta.sam.gov/opp/8862622824dd4d3f900632669971adab/view","ITEM:"
"19697","f5bc564806a243638ea1ada41a8dd2d6","United States Department of Agriculture Seeks Leased Office Space in Hamilton, MT","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","PBS CENTRAL OFFICE - BROKER SVCS","Presolicitation","2020-10-23T17:00:00-06:00","531120","https://beta.sam.gov/opp/f5bc564806a243638ea1ada41a8dd2d6/view","The U.S. Department of Agriculture (USDA) seeks to lease the following space: City, State:"
"19815","ace45d69320c44e6bf927580e4385419","Beale AFB Microgrid and Solar Array","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT SACRAMENT","Sources Sought","2020-10-23T11:00:00-07:00","221114","https://beta.sam.gov/opp/ace45d69320c44e6bf927580e4385419/view","This is a SOURCES SOUGHT NOTICE for Market Research ONLY to determine the availability, capability and interest of small business firms for a potential small business category set-aside. No solicitation, specifications, or drawings are available at this ti"
"20001","ebcc5ed954d64c9fb8f6c354a338fa93","Condenser Coil Refrigeration","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA TROOP SUPPORT","Sources Sought","2020-10-23T15:00:00-04:00","333415","https://beta.sam.gov/opp/ebcc5ed954d64c9fb8f6c354a338fa93/view","This is a Sources Sought Notice only."
"20839","1a04fe9aac0048d88cd07ebcea0236df","Mission Mexico Health Insurance Services","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","U.S. EMBASSY MEXICO","Presolicitation","2020-10-23T12:00:00-05:00","524114","https://beta.sam.gov/opp/1a04fe9aac0048d88cd07ebcea0236df/view","The Government of the United States of America requires health insurance coverage for its employees in the U.S. Embassy Mexico City, U.S. Consulates, and other offices located in the Mexican territory. The anticipated performance is for a base year with fo"
"21520","fab7ffe4a5974fa9b9e9956ca8f7fdf8","Pintle, Mount; NSN:1005-01-625-0097","DEPT OF DEFENSE","DEPT OF THE ARMY","W4GG HQ US ARMY TACOM","Solicitation","2020-10-23T12:00:00-04:00","336992","https://beta.sam.gov/opp/fab7ffe4a5974fa9b9e9956ca8f7fdf8/view","1. Solicitation W56HZV-20-Q-0146 is a 100% Total Small Business Set-a-Side and will result in a Firm-Fixed Price (FFP) contract for the following item: NOUN: Pintle, Mount NSN: 1005-01-625-0097 PART NO.: 200A0130 UNIT OF ISSUE: Each (EA) BASIC QUANTITY: 38"
"22888","a8d20a086a694efb85f5d7f991f7334e","Vehicle Electronic Systems Safety","TRANSPORTATION, DEPARTMENT OF","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","693JJ9 NHTSA OFFICE OF ACQUISTION","Solicitation","2020-10-23T13:00:00-04:00","541380","https://beta.sam.gov/opp/a8d20a086a694efb85f5d7f991f7334e/view","The objective of this Indefinite Delivery, Indefinite Quantity (IDIQ) Contract is to provide NHTSA with the capability to compete, and efficiently award, Task Orders to prequalified contractors for research support in a variety of areas related to motor ve"
"23110","7f156a373215420d83ce3170aa3a6114","GSA is seeking office, warehouse, and wareyard space in Pipestone, MN.","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","PBS R5","Presolicitation","2020-10-23T17:00:00-05:00","531120","https://beta.sam.gov/opp/7f156a373215420d83ce3170aa3a6114/view","Advertisement "
"24271","77ae538845f64f9181f5d31e891eaba9","Vehicle Electronic Systems Safety","TRANSPORTATION, DEPARTMENT OF","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","693JJ9 NHTSA OFFICE OF ACQUISTION","Solicitation","2020-10-23T13:00:00-04:00","541380","https://beta.sam.gov/opp/77ae538845f64f9181f5d31e891eaba9/view","The objective of this Indefinite Delivery, Indefinite Quantity (IDIQ) Contract is to provide NHTSA with the capability to compete, and efficiently award, Task Orders to prequalified contractors for research support in a variety of areas related to motor ve"
"24771","0f66ed6e51a84d1cb7ffb503c85489cf","Demolition of Building 4359","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA4608  2 CONS LGC","Presolicitation","2020-10-23T14:30:00-05:00","238910","https://beta.sam.gov/opp/0f66ed6e51a84d1cb7ffb503c85489cf/view","This is a pre-solicitation notice."
"24787","4631935261604ccba3b658ca1a6cdae5","Earth Venture Mission-3 Draft Announcement of Opportunity Summary and Request for Comments","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","Presolicitation","2020-10-23T23:59:00-04:00","54171","https://beta.sam.gov/opp/4631935261604ccba3b658ca1a6cdae5/view","NASA has reactivated and amended this betaSAM notice to announce that a "
"24820","d35e43fbaeae46a6a5843e768e3578ea","Earth Venture Mission-3 Draft Announcement of Opportunity Summary and Request for Comments","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","Presolicitation","2020-10-23T23:59:00-04:00","54171","https://beta.sam.gov/opp/d35e43fbaeae46a6a5843e768e3578ea/view","On or after the date of this betaSAM notice, the National Aeronautics and Space Administration (NASA) Science Mission Directorate (SMD) is releasing for public comment a draft Announcement of Opportunity (AO) to solicit Principal Investigator (PI)-led scie"
"25253","447ae4dc2e774dbcb6411cb089e7c701","Cable Assembly, Ribbon","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND WARREN","Presolicitation","2020-10-23T13:00:00-04:00","335931","https://beta.sam.gov/opp/447ae4dc2e774dbcb6411cb089e7c701/view","ITEM:"
"25260","6791a201db7c487eba438ea521ed3062","Enclosed Trailers","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA5606  52 CONS DA LGC","Solicitation","2020-10-23T14:00:00+02:00","336212","https://beta.sam.gov/opp/6791a201db7c487eba438ea521ed3062/view","Enclosed Cargo Trailer"
"25479","a3353224a2954887b776b311c867c18e","BEACH EROSION CONTROL AND HURRICANE PROTECTION PROJECT BEACH RENOURISHMENT ","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Presolicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/a3353224a2954887b776b311c867c18e/view","A Pre-Bid Conference will be held on Wednesday, 7 October 2020 from 10:00am "
"25498","9266651eb49d41b8bed5c91de9a2c078","Lower Brule Natural Resource Protection Ecosystem Restoration","DEPT OF DEFENSE","DEPT OF THE ARMY","W071 ENDIST OMAHA","Presolicitation","2020-10-23T14:00:00-05:00","237990","https://beta.sam.gov/opp/9266651eb49d41b8bed5c91de9a2c078/view","Pre-Solicitation On or about 23 SEPTEMBER 2020, the Government intends to issue a solicitation for "
"25532","dfe597ff8703452c85940f440b4d5be1","Operations and Mechanical Maintenance Services, Neal Smith FB and US Courthouses - Des Moines, IA","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","PBS R6","Presolicitation","2020-10-23T14:00:00-05:00","561210","https://beta.sam.gov/opp/dfe597ff8703452c85940f440b4d5be1/view","This is the official notification that the General Services Administration (GSA), Public Buildings Services, Acquisition Management Division, Services Acquisition Branch intends to solicit and award a contract for Operations and Mechanical Maintenance Serv"
"25606","761f8930322d445eb352e7ffe2c743ab","Indicator, Blade","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA AVIATION","Presolicitation","2020-10-23T03:00:00-04:00","334513","https://beta.sam.gov/opp/761f8930322d445eb352e7ffe2c743ab/view","Solicitation for NSN 6685-00-900-8060 / PR 0085798931 / SPE4A6-20-R-0544 / Indicator, Blade."
